id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,date
1478410798473089024,"@anarana21 شنو الأعرض الي تصاحب مرض متحور الحوثي
١،،تغطية الرأس بعباية حريم
٢،اسهال متزامن لصوت المسيرات
٣،،ارتفاع وانتفاخ الكروش وشلل بالقدمين
٤،،الاختباء تحت اقرب بعير
٥،،كثرة الأحلام والمنامات بالكروز صمد 1
٦،،الضغط عل الرقم 0000الخاص ببلدية بايدن للانقاذ الفوري",2022-01-04T16:59:36+00:00,ar,twitter,هادي العيداوي,@hadialihadialih,كاتب ومحلل سياسي، باحث اجتماعي وأكاديمي، مساعد في التداخل الديني والقضايا المهدوية,2020-01-11T12:15:46+00:00,1080,351,2909,3300,Iraq,IQ,,,,"33.0, 44.0",2022-01-04
1478379089849430022,"@Moh_Alhouthi شنو الأعرض الي تصاحب مرض متحور الحوثي
١،،تغطية الرأس بعباية حريم
٢،اسهال متزامن لصوت المسيرات
٣،،ارتفاع وانتفاخ الكروش وشلل بالقدمين
٤،،الاختباء تحت اقرب بعير
٥،،كثرة الأحلام والمنامات بالكروز صمد 1
٦،،الضغط عل الرقم 0000الخاص ببلدية بايدن للانقاذ الفوري",2022-01-04T14:53:36+00:00,ar,twitter,هادي العيداوي,@hadialihadialih,كاتب ومحلل سياسي، باحث اجتماعي وأكاديمي، مساعد في التداخل الديني والقضايا المهدوية,2020-01-11T12:15:46+00:00,1080,351,2909,3300,Iraq,IQ,,,,"33.0, 44.0",2022-01-04
1478378489636175882,"@AlMayadeenLive شنو الأعرض الي تصاحب مرض متحور الحوثي
١،،تغطية الرأس بعباية حريم
٢،اسهال متزامن لصوت المسيرات
٣،،ارتفاع وانتفاخ الكروش وشلل بالقدمين
٤،،الاختباء تحت اقرب بعير
٥،،كثرة الأحلام والمنامات بالكروز صمد 1
٦،،الضغط عل الرقم 0000الخاص ببلدية بايدن للانقاذ الفوري",2022-01-04T14:51:13+00:00,ar,twitter,هادي العيداوي,@hadialihadialih,كاتب ومحلل سياسي، باحث اجتماعي وأكاديمي، مساعد في التداخل الديني والقضايا المهدوية,2020-01-11T12:15:46+00:00,1080,351,2909,3300,Iraq,IQ,,,,"33.0, 44.0",2022-01-04
1478378106947780629,"@mzxsea شنو الأعرض الي تصاحب مرض متحور الحوثي
١،،تغطية الرأس بعباية حريم
٢،اسهال متزامن لصوت المسيرات
٣،،ارتفاع وانتفاخ الكروش وشلل بالقدمين
٤،،الاختباء تحت اقرب بعير
٥،،كثرة الأحلام والمنامات بالكروز صمد 1
٦،،الضغط عل الرقم 0000الخاص ببلدية بايدن للانقاذ الفوري",2022-01-04T14:49:42+00:00,ar,twitter,هادي العيداوي,@hadialihadialih,كاتب ومحلل سياسي، باحث اجتماعي وأكاديمي، مساعد في التداخل الديني والقضايا المهدوية,2020-01-11T12:15:46+00:00,1080,351,2909,3300,Iraq,IQ,,,,"33.0, 44.0",2022-01-04
1478378007345745928,"@alshayakhliu1 شنو الأعرض الي تصاحب مرض متحور الحوثي
١،،تغطية الرأس بعباية حريم
٢،اسهال متزامن لصوت المسيرات
٣،،ارتفاع وانتفاخ الكروش وشلل بالقدمين
٤،،الاختباء تحت اقرب بعير
٥،،كثرة الأحلام والمنامات بالكروز صمد 1
٦،،الضغط عل الرقم 0000الخاص ببلدية بايدن للانقاذ الفوري",2022-01-04T14:49:18+00:00,ar,twitter,هادي العيداوي,@hadialihadialih,كاتب ومحلل سياسي، باحث اجتماعي وأكاديمي، مساعد في التداخل الديني والقضايا المهدوية,2020-01-11T12:15:46+00:00,1080,351,2909,3300,Iraq,IQ,,,,"33.0, 44.0",2022-01-04
1478008029954166787,@alsharqiyatv هههههههه ديشرب كونياك هسه ابو افيانكا و خطية انزعب وصار بيه اسهال بسبب هالتصريح الخايس,2022-01-03T14:19:09+00:00,ar,twitter,Fadi Murad,@FadiMuradA,خبرتي في الأمن السيبراني ، حالياً داشتغل على الذكاء الاصطناعي 💙🇮🇶,2011-09-05T09:56:37+00:00,279,509,582,669,Iraq,IQ,,,,"33.0, 44.0",2022-01-03
1477794196580974601,التبليط بارد نصير اسهال #الثلاثاء_مظاهره_الدور_الثالث https://t.co/R7O0NFfiYH,2022-01-03T00:09:27+00:00,ar,twitter,عبدو,@abddo_2,اللهم احفظها واحفظ من فيها,2020-07-20T12:18:22+00:00,31,29,3295,367,,,,,,,2022-01-03
1477679348555698178,"@ab0__jood تخسه الخيمه بيدي انصبهه شتحجي 
بس انصبهه وارجع للبيت هذا اسهال مو لعبه",2022-01-02T16:33:05+00:00,ar,twitter,عبدو,@abddo_2,اللهم احفظها واحفظ من فيها,2020-07-20T12:18:22+00:00,31,29,3295,367,,,,,,,2022-01-02
1477679059186470917,#الثلاثاء_مظاهره_الدور_الثالث  اعتذر منك اني ماكدر اجي خاف استبرد هناك واصير اسهال https://t.co/474RuvuaRV,2022-01-02T16:31:56+00:00,ar,twitter,عبدو,@abddo_2,اللهم احفظها واحفظ من فيها,2020-07-20T12:18:22+00:00,31,29,3295,367,,,,,,,2022-01-02
1477422220196691970,@MeirMasri اسهال من الدرجة القصوى,2022-01-01T23:31:21+00:00,ar,twitter,الصقر العراقي,@iraqiFalconn,العراق اولاً واخيراً ولا يوجد لدي آي خط أحمر,2020-03-20T22:10:12+00:00,1984,135,11903,30271,Iraq,IQ,,,,"33.0, 44.0",2022-01-01
1564949110347780096,@MAKadhimi بيك زيج انت ومقتدى بحيث تصيرون إسهال,2022-08-31T12:11:57+00:00,ar,twitter,The unknown soldier,@keemee_i,حسابي ١٠٠٪لكن أنا في بلد مكمم للأفواه ويدفع الأموال لقتل الأصوات والأقلام الحرة التي لم ولن ترضى أن تكون عبيدًا. لا تحتاج أن تعرف من أنا ولكن ماذا أقول هو الأهم,2020-01-04T17:08:02+00:00,3,79,272,20,Iraq,IQ,,,,"33.0, 44.0",2022-08-31
1564791160517918722,@hanansmohsin غريب هذا اسلوبكم انتي والمالكي وين چنتو البارحة  لعد بالله المثل ينطبق عليچ وعلى كل الاطار غاب القط العب يافار البارحة كلكم اسهال شهلخريط احترمي عمرچ ومركزج وأسرقي وانتي ساكته,2022-08-31T01:44:19+00:00,ar,twitter,وضاح العبيدي,@wadahmutasim91,الصحة,2018-05-24T02:55:19+00:00,13,51,81,179,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-08-31
1564712356743094275,#ابو_رگيبة ليلة الامس اسوء ليلة مرت علينا منذ 2003 ، لان گاضيها بالمطبخ يخدر چاي والبارحة صار بيه اسهال,2022-08-30T20:31:11+00:00,ar,twitter,عدي العتابي _audey_al atapi,@u5DGtT39rWkghQC,تصنُع الود اقبح من صريح العَداء ، الحساب البديل @ZpuqxqLUUnDE5xu,2017-05-10T16:28:56+00:00,5478,1800,32322,37041,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564703978746744833,"خطابات رجال الدولة الليلة حول الوطنية والتضحية وتحمل المسؤولية 
اسهال
ماينفع معه كيلو لامندوزي",2022-08-30T19:57:53+00:00,ar,twitter,عبد الرحمن الجبوري,@RahmanAljebouri,عامل في حقل التطوير السياسي ، بناء وادارة المؤسسات والخدمةالمجتمعية. مواطن فعال يعمل من اجل استنهاض الدولة,2018-05-17T18:58:58+00:00,30245,507,5068,154,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564698023023841280,"@IssamHussein19 اعتقد انك تعاني من اسهال شديد بالافكار ...
من شكر القوات المسلحة والحشد الشعبي ؟؟؟ أليس مقتدى الصدر هو من شكرهم ؟؟؟
 كم انت غبي ايها المصري",2022-08-30T19:34:14+00:00,ar,twitter,الحاج الكربلائي,@alajooz33karbla,الخوف لا يمنع من الموت .. لكنه يمنع من الحياة,2020-07-31T19:07:01+00:00,71,223,2735,3841,Iraq,IQ,Karbala,Karbalāʼ,,"32.61603, 44.02488",2022-08-30
1564584550336024578,"@ahmdals09739654 ها خويه اليوم ذابهه صامت ماكو تغريدات هههههههه
لازم كضك اسهال لو دزنتري من خطاب ابو هاشم",2022-08-30T12:03:20+00:00,ar,twitter,The_Wolf,@Abc94105870,بكالوريوس أعلام (علاقات عامه),2021-04-29T04:12:29+00:00,20,698,134,46,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564584193727893507,@ahmadabdulsada يكلك امس احمد صواغيغ باغستيه صاير عنده اسهال ومداين من أحمد الذواق درزن حفاظات وكايله من تخلص هاي الهوسه اني اشتريلك درزن,2022-08-30T12:01:55+00:00,ar,twitter,ابو علي,@mthm23448202,حسين ناظم,2022-04-15T20:02:24+00:00,443,659,2790,2115,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564559034727948289,@Ashwryalraq هههههه صار عنده إسهال,2022-08-30T10:21:56+00:00,ar,twitter,العامري,@alamiry78,أدين بدين الحب أنى توجهت ركائبه فالحب ديني وإيماني,2016-06-16T15:16:18+00:00,837,1471,18620,46191,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564553974656782336,اللهم قلبا سليما عفيفا تقيا نقيا يخشاك سرا وعلانية,2022-08-30T10:01:50+00:00,ar,twitter,🇮🇶🇮🇶🇮🇶العراق اولأ🇮🇶🇮🇶🇮🇶,@AlbyatyAdl,"🇮🇶🇮🇶🇮🇶رَبِّ اجْعَلْ هَذَا الْبَلَدَ آمِنًا🇮🇶🇮🇶

🇮🇶🇮🇶🇮🇶حافظوا على اوطنكم 🇮🇶🇮🇶🇮🇶

🇮🇶🇮🇶🇮🇶واجْعلني ذُو حظٍ عظيمٍ يا الله🇮🇶🇮🇶📿💫",2022-04-29T20:48:30+00:00,881,4988,2581,4712,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564548013627949056,@A_N_Mk @ali_alifadhil اي بالتواليت اسهال,2022-08-30T09:38:09+00:00,ar,twitter,illusion,@Fault2015,اعتزل مايؤذيك : وهذا من اشجع القرارات .,2021-04-09T15:00:16+00:00,21,61,878,2164,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-08-30
1564483570764115968,@alialjabiri بالمرافق اسهال,2022-08-30T05:22:04+00:00,ar,twitter,Salam,@Salam72836497,"I love my Wife , My children , three-day weekends, high-heels, reading, running, knitting, GEEMAR , Pepsi , long walks on the beach ,an engineer ,اكره الذيول",2022-08-29T18:51:17+00:00,17,106,847,450,Iraq,IQ,,,,"33.0, 44.0",2022-08-30
1564377411164184578,@JAWAD87750183 @alakbir_iq هسه يجيك اسهال,2022-08-29T22:20:14+00:00,ar,twitter,Haydar-ph,@Haydar_king86,من يتكلم معك عن حياته الخاصة  ويشاركك كل شيء اعلم انه وصل الى حد الثقة فلا تخسرهه,2016-07-08T06:19:58+00:00,398,956,228,46,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-08-29
1564375511505281034,"#عالما تقيا ورعا زاهدا متواضعا 
كل هاي الألقاب العلمية وشعل الفتنه 

لا اله الا الله حسبنا الله ونعم الوكيل على دولة ""#آل_الزبير"" 

#ثورة_عاشوراء 🤍",2022-08-29T22:12:41+00:00,ar,twitter,baqir.altamimi89,@Baqir_89,"‏صحفي
_عراقي الهوى
_حُرٌ أنا لا منتمي",2019-12-08T18:13:53+00:00,4,135,56,18,Iraq,IQ,,,,"33.0, 44.0",2022-08-29
1564296855785295872,@Hber_iq انت لحگ الاول شوفلك برميل نفايات يليق بمقامك وبعدين تكلم عن اوامر القبض ولو اعرف انت وجماعتك حاليا ما عدكم قبض كله اسهال,2022-08-29T17:00:08+00:00,ar,twitter,اوكسجين,@firas_aldulime,من لم تجانسة لا تجالسة ،،، ما ضر بالشمع الا رفقة الفتل,2020-06-19T16:52:28+00:00,190,262,5042,7204,Iraq,IQ,,,,"33.0, 44.0",2022-08-29
1564261461031063554,@A_N_Mk اتحداك اتگول الوالد وين ..ههههه ايگلك نايم بالتواليت ..إسهال ..ماضل شي حمودي,2022-08-29T14:39:29+00:00,ar,twitter,Alshamary herez,@RahmanHerez,business man.. Traveling is my passion...Africa is my favourite,2012-12-15T16:01:30+00:00,14,216,350,68,Iraq,IQ,,,,"33.0, 44.0",2022-08-29
1564233360943337480,@A_N_Mk طيط سولفنه بابا وين خاتل 😅😅 هسه اسهال صار عنده البابا 😅😅😅😅,2022-08-29T12:47:49+00:00,ar,twitter,عباس الخاقاني,@AbbasKhqani3,"لست أفلاطون الفلسفة..ولا قيسي الهوى..ولانزاري الحروف..  
     (ولكــــن احــــب ان اكــون متميــزاً هنــا بأسلوبــــي )",2022-06-12T17:53:39+00:00,126,745,319,382,Iraq,IQ,,,,"33.0, 44.0",2022-08-29
1563966726039035912,@mstrssoso @9_ras4 ياطول الطقعه معك اسهال يامعفنه,2022-08-28T19:08:19+00:00,ar,twitter,rr.44.,@rr4454618567,,2022-08-25T00:25:28+00:00,88,150,253,1334,Iraq,IQ,,,,"33.0, 44.0",2022-08-28
1563614488871505920,@HusienAlsafi اي تكو ههههههههه بطنك اسهال واضح من تكو,2022-08-27T19:48:39+00:00,ar,twitter,سرمد الشيحاني,@salmsarmad,العراق للصدر والصدر للعراق,2019-11-18T16:58:30+00:00,771,508,10889,9717,Iraq,IQ,,,,"33.0, 44.0",2022-08-27
1563523188155330562,الوزير صاير عنده اسهال بالتغريدات #وزير_القايد,2022-08-27T13:45:51+00:00,ar,twitter,هادي الفضلي,@hadi_iiq,,2021-03-01T16:25:51+00:00,48,110,437,72,Iraq,IQ,,Dhi Qar,,"31.0, 46.0",2022-08-27
1563488398677245952,ما يحصل من فضح للفساد في محافظة صلاح الدين يزكم الانوف حد القيء، ذاته الفساد بنسب متفاوتة موجود في بقية المحافظات، لكن المحزن والمحبط اننا كنخبة ما يزال بعضنا يصفق لزعيم الفساد، او يطبل لزعيم فاسد قبله اعترف امام المحكمة وخرج بكفالة، اي مرحلة من الاستهتار والعهر السياسي وصلنا؟,2022-08-27T11:27:37+00:00,ar,twitter,د. علاء هادي الحطاب,@alaahataab,مقدم برامج سياسية في قناة العراقية الإخبارية @iraqmedianet وعضو مجلس أمناء Journalist and presenter,2013-09-11T17:26:30+00:00,24522,1956,1982,401,Iraq,IQ,,,,"33.0, 44.0",2022-08-27
1563246170146648065,@MUFCMENA بلون القيء .. شبيهم ذولة قحط الوان ؟؟؟,2022-08-26T19:25:05+00:00,ar,twitter,Ali Amir,@aas85_dr,"Physician, studying Medical Oncology as part of speciality degree in medicine. Interested in digital drawing and painting, specially realistic images.",2013-07-27T16:55:37+00:00,2,5,470,117,Iraq,IQ,,,,"33.0, 44.0",2022-08-26
1563174506801143811,@laweyam @thaer350 بصراحة البارحة في برنامج القرار لكم ، تبين أن البياتي فارغ المحتوى والمضمون ، امتعاض سحر عباس منه كان واضحا ، السيد المعموري تمكن من استفزازه وإخراج القيء الذي بداخله ، حيث تبين انه لا يحمل فكر سياسي ولا نظرية ولا رؤية منطقية في السياسة .,2022-08-26T14:40:19+00:00,ar,twitter,أبو جعفر الجنابي,@KoolctbaSG0pNdY,الله خير حافظ وهو ارحم الراحمين,2019-06-12T11:02:18+00:00,1792,481,15141,24286,,,,,,,2022-08-26
1563163688487383040,"@mshar_123 اليوم مهما كنت نزيها لا تأمن أن تتهم بالخيانة، شريفًا عزيزًا أبيّا لن تسلم من وصفك بعكس ما أنت عليه
 تقيّا صالحا ناصحا لا تظن أن نواياك ستسلم من التشكيك
أنت في الدنيا فعليك أن تصبر على بؤسها وجور أهلها معرفة حقيقتها يهوِّن عليك المصاب فيها
هذا هو الحال  يااخويه العزبز
لاتتعجب",2022-08-26T13:57:20+00:00,ar,twitter,رشـــــــا.......🦋,@t90rz,"أجعلني يا الله فتاةً يُقال في غِيابها 
 رعاها الله  ورحم من ربّاها
  مرت ولا ضرت أحدًا يومًا 🙏🏼
حسابي 2

@BN0Q2
الخاص مغلق ❌
تغريداتي في الاعجابات ❤️",2022-03-12T06:22:53+00:00,12025,3670,64081,1015,Iraq,IQ,,,,"33.0, 44.0",2022-08-26
1563041731310161925,الي حاطين لا اتفق جعل يجيكم اسهال https://t.co/fWQpX7AHNM,2022-08-26T05:52:43+00:00,ar,twitter,🐱,@rokyung__,,2022-01-14T09:34:51+00:00,60,65,5247,4532,,,,,,,2022-08-26
1562763547859251208,"@Alimared راح تتخبلون.
عمي انت شيهمك منه وهمي مو وهمي المهم هو يوميه مسويلكم اسهال وعايفين الدولة ومتانين التغريدة بالمناسبة ترى هو گال #لدينا_المزيد",2022-08-25T11:27:19+00:00,ar,twitter,albhadli aqeel,@akeelsdry,صدري مقتدائي للوطن ولائي,2013-12-10T16:54:04+00:00,159,238,1470,624,Iraq,IQ,,,,"33.0, 44.0",2022-08-25
1562756740545802242,"@IssamHussein19 متگلي شبيك اليوم 
عندك إسهال مال نشر ؟؟!!",2022-08-25T11:00:16+00:00,ar,twitter,aL iQaBi,@Al_iQaBi_84,"Master in Linguistics / English Department /
University of Baghdad",2017-07-22T19:35:41+00:00,215,312,1240,17499,Iraq,IQ,,,,"33.0, 44.0",2022-08-25
1562594717543854081,"بطونهم أسهال يكرم الله
قيقو عبسي وعموري وكلاثين اخرون🥹😂😂😂😂😂😂🤭🤭🤭🤭😂😂😂",2022-08-25T00:16:26+00:00,ar,twitter,سامكو👀,@f_osy3,البگلبي يطلع على الساني,2020-05-20T16:26:14+00:00,371,387,4864,10191,Iraq,IQ,An Najaf al Ashraf,An Najaf,,"31.9892, 44.3291",2022-08-25
1562593520955043840,"يكلك البارحة بالاجتماع كاعدين 
فكبير القضاة گايلة لابن مشتت "" لك ليش ما تجر عدل و تلم ربعك ترة هنة كم يوم و تودع""
هااا و گايلة "" ان شاء الله بعدها راح تكون ضيف عزيز علينة 😉""
ابن مشتت كايللهم من رخصتكم دقايق و ارجع 
حسب ما نقل انه نصف ساعة كاعد بالتواليت اسهال
#مقتده_يهدد_القضاء https://t.co/dZ0Rmd2OvQ",2022-08-25T00:11:41+00:00,ar,twitter,ابو حيدر اليساري,@abu_hayder0,الحشد اولاً و دعائي اللهم إنا نرغب إليك في دولةٍ كريمة، تعز بها الإسلام و أهله و تذل بها النفاق و أهل و ترزقنا رؤية امام زماننا المهدي عجل الله فرجه و سهل مخرجه,2017-12-08T18:43:30+00:00,854,967,1814,943,Iraq,IQ,,,,"33.0, 44.0",2022-08-25
1562543965470990338,"@A_N_Mk أسأل الوالد....عن مقتدى الصدر ماذ فعل بأمريكا!!!!!

واسأل الوالد اكيد دائما بي اسهال",2022-08-24T20:54:46+00:00,ar,twitter,#سلام_ابو_مقتدى_الحاتمي,@SAlhateme,الصبر مفتاح الفرج,2018-06-10T18:42:07+00:00,1268,2423,9307,13248,Iraq,IQ,,,,"33.0, 44.0",2022-08-24
1562536355590475777,@alijahied صدك شنو سالفتها لعبت نفسي أكثر من أبو إسهال التغريدات أجلكم الله…سنتنتنضم,2022-08-24T20:24:32+00:00,ar,twitter,Ali Hussein 🇮🇶,@ali_alqadhi83,"قال الإمام علي(ع): صدر العاقل صندوق سره و لا غنى كالعقل و لا فقر كالجهل.
لعن الله الجهل",2015-03-19T11:04:31+00:00,234,514,3625,14427,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-08-24
1562411407966101504,شارد لو يراجع دكتور باطنية لن اسهال قوي عدهم جماعة هاي اخر انفاس لهم https://t.co/uqwAa6cit8,2022-08-24T12:08:02+00:00,ar,twitter,محمد العلوي,@mmdllwy16,حب الوطن من الايمان,2022-08-20T17:51:54+00:00,28,90,97,251,Iraq,IQ,,,,"33.0, 44.0",2022-08-24
1562405169312276480,@DrandeshAlbasha قبض لو اسهال 😂😂😂😂😂😂😂😂,2022-08-24T11:43:15+00:00,ar,twitter,مهند اللامي,@Muhanna05315301,مقتدى و كفى,2019-12-21T20:30:57+00:00,214,442,1766,4887,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-08-24
1562099603423592448,@alikhalafe_ ههههههههههههه صار عندهم اسهال,2022-08-23T15:29:02+00:00,ar,twitter,أحمد ألخالدي||🕊🇧🇷🇮🇶,@ahmed_alzbin,لو ما شفتَك بذيك الليلة صدفة 😍🤍,2019-07-29T15:13:14+00:00,656,2173,15510,36828,Iraq,IQ,,,,"33.0, 44.0",2022-08-23
1562086423569776641,@Syu581o 🗿😂شوفتها العصفوري صار بي اسهال,2022-08-23T14:36:40+00:00,ar,twitter,فاطمه ضاغطتهم للالبسة الغدائية🐍,@_ie0q,"﴿ فَلا يُحزِنكّ قَولهُم ﴾
      .١٤٢٣هـ 📩 . 
᷂امــرأة لها حاجبانِ كثيّفان ، عينيانِ نرجسيّتان ، و شعرٌ أسود طوِّيل. ⠀   ⠀⠀⠀ ⠀ ⠀ ⠀⠀⠀",2022-02-21T12:05:32+00:00,17963,398,77863,28551,,,,,,,2022-08-23
1562010863736856576,@Z00yR3 لا مو لحد الموت بس يمكن يسمم أو يتقيأ أو اسهال أو ضغطه يصعد,2022-08-23T09:36:25+00:00,ar,twitter,كلاي2,@7_x7x0,يا عـ๋͜ـۂفــ͡ـوُ اݪݪه,2022-05-12T12:41:32+00:00,408,515,6455,9035,Iraq,IQ,,,,"33.0, 44.0",2022-08-23
1561844396781338630,@samill111 @soocjer @fhdcfc26 كريستينا غير مأسوف عليها ام القيء في المباريات الكبيره,2022-08-22T22:34:56+00:00,ar,twitter,mohammedali_22,@22_mohammedali,اهمّ العلوم ، هو علمٌ یهدیك إلی إصلاح قلبك ، انت مسؤول عن اصلاح قلبك ❤️,2022-01-27T21:00:18+00:00,15,225,264,157,Iraq,IQ,,,,"33.0, 44.0",2022-08-22
1561651148473376768,"اعراض مواد الاستنشاق 
•الثمل أو النشوة لفترة قصيرة
•قصور ردع النفس
•الاشتباك أو العراك
•الدوخة
•الغثيان أو القيء
•حركة غير إرادية بالعين
•مظهرًا مخمورًا، مع نطق كلام مبهم وحركات بطيئة وضعف التنسيق
•ضربات قلب غير منتظمة
•الهزات
•الطفح حول الأنف والفم",2022-08-22T09:47:02+00:00,ar,twitter,الدكتورة نورا الجباوي,@Dr_Nouraa_,-الدكتورة الاختصاص نورا احمد الجباوي -شهادة البورد العراقي في الأمراض النفسية والعقلية,2021-04-26T07:19:47+00:00,79,1,676,0,Iraq,IQ,,,,"33.0, 44.0",2022-08-22
1561650258849005569,"اعراض مواد الاستنشاق 

•الثمل أو النشوة لفترة قصيرة
•قصور ردع النفس
•الاشتباك أو العراك
•الدوخة
•الغثيان أو القيء
•حركة غير إرادية بالعين
•مظهرًا مخمورًا، مع نطق كلام مبهم وحركات بطيئة وضعف التنسيق
•ضربات قلب غير منتظمة

•الطفح حول الأنف والفم",2022-08-22T09:43:30+00:00,ar,twitter,الدكتورة نورا الجباوي,@Dr_Nouraa_,-الدكتورة الاختصاص نورا احمد الجباوي -شهادة البورد العراقي في الأمراض النفسية والعقلية,2021-04-26T07:19:47+00:00,79,1,676,0,Iraq,IQ,,,,"33.0, 44.0",2022-08-22
1561650067379048448,"@N_QA_RQ_313 🌪كل السياسية والحكومة. 
(حد القيء)!! 
يجل القارئ",2022-08-22T09:42:44+00:00,ar,twitter,❤مۘــﮪــڄۚــۃ-2-🇮🇶,@cowziet_98,"ممتنة لتربية أبي الذي عَلمني ان اللّه من يراقب وليس هو🤍
#رحمك_الله_ابي

تويتاتي ✍🏻المفضلة♥_صباحاتي 🌺 الوسائط ✍🏻",2016-01-18T12:34:49+00:00,8636,4473,159353,100,Iraq,IQ,,,,"33.0, 44.0",2022-08-22
1561592722405953537,@IssamHussein19 جا اذا مناظرة من الخط الاول ومو مستوى السوسة جا شبي سيد فنجس كل ربع ساعه منزل تغريدة..  صاير بي اسهال تغريدات,2022-08-22T05:54:52+00:00,ar,twitter,Eng.Mustafa,@flashpoint_90,,2011-02-12T09:26:42+00:00,48,172,443,66,Iraq,IQ,Karbala,Karbalāʼ,,"32.61603, 44.02488",2022-08-22
1561261590766387203,@Wesamz_1 يمكن هو حبة اسهال واحنة مانعرف🤨🤔🤫,2022-08-21T07:59:04+00:00,ar,twitter,مختار قاسم,@mktr1996,I don't represent anyone but myself,2022-08-20T20:57:34+00:00,58,64,544,293,,,,,,,2022-08-21
1560586770491719680,@emad_bajalan @salih_m_iraqi دزوها للزبوگ حيدر (البنجرجي) هسه يصير بي اسهالً,2022-08-19T11:17:35+00:00,ar,twitter,واحد_صدري_Rda,@One_Baghdad1,مصداقيه . حقيقه . وضوح,2022-08-05T11:20:13+00:00,114,29,316,278,Iraq,IQ,,,,"33.0, 44.0",2022-08-19
1560580561689022464,"@salih_m_iraqi اكو واحد تبعي ايراني يقود مليشيا فاسده عند قيوسي اسمه جواد الطليباوي …
صارله ساعتين إسهال هوه وبقيه الحثالات الايرانيه 
المشكله لاعب جدا صغير 
وراح ينكسر لاعب اقوى منه والكارت الاحمر مو يمهم !!
مو لو مو مو مو 😉",2022-08-19T10:52:54+00:00,ar,twitter,🇮🇶 الـصـ ـفـ ـار,@Najfi4ever,كن من تكون لايهمني دينك او قوميتك … البعثي والولائي لاتابعني احسنلك,2022-06-18T19:29:34+00:00,91,211,6510,310,Iraq,IQ,,,,"33.0, 44.0",2022-08-19
1560568192795156481,@ali_alifadhil لازم نتابع الاخبار ياوزير ينجلط او يدخل المستشفى يعني هوا هذا لان كلهم حاليا اسهال والنفسية خارطة خرط ينتظرون التغريدة 😂.,2022-08-19T10:03:45+00:00,ar,twitter,الدليمي🇮🇶🇮🇶,@AlDulaimi999,ايا ليت الزمان يعود فقط لكي ارى ابتسامتنا التي فقدناها في زمن كان يحكمه الاحترام وصفاء القلوب ومحبة الناس لبعضهم البعض ولكن املي بالله ان يغيرالحال كبير,2016-01-10T19:10:04+00:00,803,1688,7221,76034,Iraq,IQ,,,,"33.0, 44.0",2022-08-19
1560476085757923328,"نحن قد نرى إنساناً تقياً قد بحّ صوته في الدعوة إلى العدل والصلاح، فنحسبه عادلاً في صميم طبيعته. وهذا خطأ. إنّه يدعو إلى العدل لأنّه مظلوم، ولو كان ظالماً لصار يدعو إلى الصوم والصلاة.

- علي الوردي, مهزلة العقل البشري.",2022-08-19T03:57:45+00:00,ar,twitter,🃏Ahmed,@Ahmed06172401,طالب حريه وباعث امل لمجتمع يعاني الاحباط والتخبط وشزفرينيا🌿🌿🙏🌗🚹🚺🚼ما اضيق العيش لولا فسحة الاملِ 🌲🌱🌹🌹🇺🇦,2021-12-28T15:29:15+00:00,1618,2310,43187,24828,Iraq,IQ,,,,"33.0, 44.0",2022-08-19
1560275577273102339,نحن قد نرى إنساناً تقياً قد بحّ صوته في الدعوة إلى العدل والصلاح، فنحسبه عادلاً في صميم طبيعته. وهذا خطأ. إنّه يدعو إلى العدل لأنّه مظلوم، ولو كان ظالماً لصار يدعو إلى الصوم والصلاة !,2022-08-18T14:41:00+00:00,ar,twitter,علي الوردي,@ali_alwardi,علي حسين الوردي، عالم اجتماع عراقي، أستاذ ومؤرخ,2013-04-12T11:51:44+00:00,87299,11,805,1518,Iraq,IQ,,,,"33.0, 44.0",2022-08-18
1560257196704690181,"نحن قد نرى إنساناً تقياً قد بحّ صوته في الدعوة إلى العدل والصلاح، فنحسبه عادلاً في صميم طبيعته. وهذا خطأ. إنّه يدعو إلى العدل لأنّه مظلوم، ولو كان ظالماً لصار يدعو إلى الصوم والصلاة.

- علي الوردي, مهزلة العقل البشري.",2022-08-18T13:27:58+00:00,ar,twitter,sara,@srwaiii,,2022-03-10T06:12:40+00:00,72,325,91,53,Iraq,IQ,,,,"33.0, 44.0",2022-08-18
